Airport,Port Clarence,KPC,Port Clarence,KPC,United States,US
City,Port Clarence,KPC,NULL,NULL,United States,US
City,Kipnuk,KPN,NULL,NULL,United States,US
Airport,Kipnuk,KPN,Kipnuk,KPN,United States,US
City,Perryville,KPV,NULL,NULL,United States,US
Airport,Perryville,KPV,Perryville,KPV,United States,US
Airport,St Marys,KSM,St Marys,KSM,United States,US
City,St Marys,KSM,NULL,NULL,United States,US
Airport,Thorne Bay,KTB,Thorne Bay,KTB,United States,US
City,Thorne Bay,KTB,NULL,NULL,United States,US
City,Ketchikan,KTN,NULL,NULL,United States,US
Airport,Ketchikan International Apt,KTN,Ketchikan,KTN,United States,US
City,Teller Mission,KTS,NULL,NULL,United States,US
Airport,Teller Mission,KTS,Teller Mission,KTS,United States,US
City,Kasigluk,KUK,NULL,NULL,United States,US
Airport,Kasigluk,KUK,Kasigluk,KUK,United States,US
Airport,King Cove,KVC,King Cove,KVC,United States,US
City,King Cove,KVC,NULL,NULL,United States,US
City,Kivalina,KVL,NULL,NULL,United States,US
Airport,Kivalina,KVL,Kivalina,KVL,United States,US
Airport,Waterfall,KWF,Waterfall,KWF,United States,US
City,Waterfall,KWF,NULL,NULL,United States,US
City,Kwigillingok,KWK,NULL,NULL,United States,US
Airport,Kwigillingok,KWK,Kwigillingok,KWK,United States,US
Airport,Quinhagak,KWN,Quinhagak,KWN,United States,US
City,Quinhagak,KWN,NULL,NULL,United States,US
City,Kwethluk,KWT,NULL,NULL,United States,US
Airport,Kwethluk,KWT,Kwethluk,KWT,United States,US
City,Kasaan,KXA,NULL,NULL,United States,US
Airport,Kasaan,KXA,Kasaan,KXA,United States,US
City,Karluk,KYK,NULL,NULL,United States,US
Airport,Karluk,KYK,Karluk,KYK,United States,US
City,Koyukuk,KYU,NULL,NULL,United States,US
Airport,Koyukuk,KYU,Koyukuk,KYU,United States,US
City,Lansing,LAN,NULL,NULL,United States,US
Airport,Lansing,LAN,Lansing,LAN,United States,US
City,Laramie,LAR,NULL,NULL,United States,US
Airport,Laramie,LAR,Laramie,LAR,United States,US
City,Las Vegas,LAS,NULL,NULL,United States,US
Airport,Las Vegas McCarran International Apt,LAS,Las Vegas,LAS,United States,US
City,Lawton,LAW,NULL,NULL,United States,US
Airport,Lawton,LAW,Lawton,LAW,United States,US
Airport,Los Angeles International Apt,LAX,Los Angeles,LAX,United States,US
City,Los Angeles,LAX,NULL,NULL,United States,US
City,Lubbock,LBB,NULL,NULL,United States,US
Airport,Lubbock Preston Smith International Apt,LBB,Lubbock,LBB,United States,US
City,Latrobe,LBE,NULL,NULL,United States,US
Airport,Latrobe,LBE,Latrobe,LBE,United States,US
Airport,North Platte,LBF,North Platte,LBF,United States,US
City,North Platte,LBF,NULL,NULL,United States,US
Airport,Liberal,LBL,Liberal,LBL,United States,US
City,Liberal,LBL,NULL,NULL,United States,US
City,Lake Charles,LCH,NULL,NULL,United States,US
Airport,Lake Charles,LCH,Lake Charles,LCH,United States,US
Airport,Columbus Rickenbacker Apt,LCK,Columbus,CMH,United States,US
City,Lebanon,LEB,NULL,NULL,United States,US
Airport,Lebanon,LEB,Lebanon,LEB,United States,US
Airport,Lexington Blue Grass Apt,LEX,Lexington,LEX,United States,US
City,Lexington,LEX,NULL,NULL,United States,US
City,Lafayette,LFT,NULL,NULL,United States,US
Airport,Lafayette Regional Apt,LFT,Lafayette,LFT,United States,US
Airport,New York La Guardia Apt,LGA,New York,NYC,United States,US
Airport,Long Beach Apt,LGB,Long Beach,LGB,United States,US
City,Long Beach,LGB,NULL,NULL,United States,US
City,Kauai Island,LIH,NULL,NULL,United States,US
Airport,Kauai Island Lihue Municipal Apt,LIH,Kauai Island,LIH,United States,US
Airport,Little Rock,LIT,Little Rock,LIT,United States,US
City,Little Rock,LIT,NULL,NULL,United States,US
City,Lake Minchumina,LMA,NULL,NULL,United States,US
Airport,Lake Minchumina,LMA,Lake Minchumina,LMA,United States,US
Airport,Klamath Falls,LMT,Klamath Falls,LMT,United States,US
City,Klamath Falls,LMT,NULL,NULL,United States,US
City,Lincoln,LNK,NULL,NULL,United States,US
Airport,Lincoln,LNK,Lincoln,LNK,United States,US
Airport,Lancaster,LNS,Lancaster,LNS,United States,US
City,Lancaster,LNS,NULL,NULL,United States,US
Airport,Lanai City,LNY,Lanai City,LNY,United States,US
City,Lanai City,LNY,NULL,NULL,United States,US
City,Lompoc,LPC,NULL,NULL,United States,US
Airport,Lopez Island,LPS,Lopez Island,LPS,United States,US
City,Lopez Island,LPS,NULL,NULL,United States,US
Airport,Laredo,LRD,Laredo,LRD,United States,US
City,Laredo,LRD,NULL,NULL,United States,US
City,La Crosse,LSE,NULL,NULL,United States,US
Airport,La Crosse,LSE,La Crosse,LSE,United States,US
City,Altus,LTS,NULL,NULL,United States,US
Airport,Phoenix Luke AFB,LUF,Phoenix,PHX,United States,US
Airport,Cincinnati Municipal Apt,LUK,Cincinnati,CVG,United States,US
City,Laurel,LUL,NULL,NULL,United States,US
Airport,Kalaupapa,LUP,Kalaupapa,LUP,United States,US
City,Kalaupapa,LUP,NULL,NULL,United States,US
Airport,Cape Lisburne,LUR,Cape Lisburne,LUR,United States,US
City,Cape Lisburne,LUR,NULL,NULL,United States,US
Airport,Lewisburg,LWB,Lewisburg,LWB,United States,US
City,Lewisburg,LWB,NULL,NULL,United States,US
Airport,Lewiston,LWS,Lewiston,LWS,United States,US
City,Lewiston,LWS,NULL,NULL,United States,US
City,Lewistown,LWT,NULL,NULL,United States,US
Airport,Lewistown,LWT,Lewistown,LWT,United States,US
City,Lynchburg,LYH,NULL,NULL,United States,US
Airport,Lynchburg,LYH,Lynchburg,LYH,United States,US
Airport,Lawrenceville,LZU,Lawrenceville,LZU,United States,US
City,Lawrenceville,LZU,NULL,NULL,United States,US
City,Midland/Odessa,MAF,NULL,NULL,United States,US
Airport,Midland Odessa Regional Apt,MAF,Midland/Odessa,MAF,United States,US
Airport,Manistee,MBL,Manistee,MBL,United States,US
City,Manistee,MBL,NULL,NULL,United States,US
City,Saginaw,MBS,NULL,NULL,United States,US
Airport,Saginaw,MBS,Saginaw,MBS,United States,US
City,Merced,MCE,NULL,NULL,United States,US
Airport,Merced Macready Regional Apt,MCE,Merced,MCE,United States,US
City,McGrath,MCG,NULL,NULL,United States,US
Airport,McGrath,MCG,McGrath,MCG,United States,US
Airport,Kansas City International Apt,MCI,Kansas City,MKC,United States,US
Airport,McCook,MCK,McCook,MCK,United States,US
City,McCook,MCK,NULL,NULL,United States,US
Airport,Macon Lewis B Wilson Apt,MCN,Macon,MCN,United States,US
City,Macon,MCN,NULL,NULL,United States,US
Airport,Orlando International Apt,MCO,Orlando,ORL,United States,US
City,Mason City,MCW,NULL,NULL,United States,US
Airport,Mason City,MCW,Mason City,MCW,United States,US
City,Medfra,MDR,NULL,NULL,United States,US
Airport,Medfra,MDR,Medfra,MDR,United States,US
Airport,Harrisburg International Apt,MDT,Harrisburg,HAR,United States,US
Airport,Chicago Midway Apt,MDW,Chicago,CHI,United States,US
City,Meridian,MEI,NULL,NULL,United States,US
Airport,Meridian,MEI,Meridian,MEI,United States,US
City,Memphis,MEM,NULL,NULL,United States,US
Airport,Memphis International Apt,MEM,Memphis,MEM,United States,US
Airport,McAllen,MFE,McAllen,MFE,United States,US
City,McAllen,MFE,NULL,NULL,United States,US
Airport,Medford,MFR,Medford,MFR,United States,US
City,Medford,MFR,NULL,NULL,United States,US
City,Marietta,MGE,NULL,NULL,United States,US
Airport,Montgomery Dannelly Field,MGM,Montgomery,MGM,United States,US
City,Montgomery,MGM,NULL,NULL,United States,US
City,Moultrie,MGR,NULL,NULL,United States,US
City,Morgantown,MGW,NULL,NULL,United States,US
Airport,Morgantown,MGW,Morgantown,MGW,United States,US
Airport,Manhattan,MHK,Manhattan,MHK,United States,US
City,Manhattan,MHK,NULL,NULL,United States,US
Airport,Sacramento Mather AFB,MHR,Sacramento,SAC,United States,US
City,Manchester,MHT,NULL,NULL,United States,US
Airport,Manchester,MHT,Manchester,MHT,United States,US
City,Miami,MIA,NULL,NULL,United States,US
Airport,Miami International Apt,MIA,Miami,MIA,United States,US
Airport,Kansas City Downtown Apt,MKC,Kansas City,MKC,United States,US
City,Kansas City,MKC,NULL,NULL,United States,US
City,Milwaukee,MKE,NULL,NULL,United States,US
Airport,Milwaukee General Mitchell Intl Apt,MKE,Milwaukee,MKE,United States,US
Airport,Muskegon,MKG,Muskegon,MKG,United States,US
City,Muskegon,MKG,NULL,NULL,United States,US
City,Hoolehua,MKK,NULL,NULL,United States,US
Airport,Hoolehua,MKK,Hoolehua,MKK,United States,US
Airport,Jackson,MKL,Jackson,MKL,United States,US
City,Jackson,MKL,NULL,NULL,United States,US
City,Muskogee,MKO,NULL,NULL,United States,US
City,Mankato,MKT,NULL,NULL,United States,US
City,Melbourne,MLB,NULL,NULL,United States,US
Airport,Melbourne,MLB,Melbourne,MLB,United States,US
Airport,Moline,MLI,Moline,MLI,United States,US
City,Moline,MLI,NULL,NULL,United States,US
City,Marshall,MLL,NULL,NULL,United States,US
Airport,Marshall,MLL,Marshall,MLL,United States,US
City,Miles City,MLS,NULL,NULL,United States,US
Airport,Miles City,MLS,Miles City,MLS,United States,US
Airport,Monroe,MLU,Monroe,MLU,United States,US
City,Monroe,MLU,NULL,NULL,United States,US
Airport,Manley Hot Springs,MLY,Manley Hot Springs,MLY,United States,US
City,Manley Hot Springs,MLY,NULL,NULL,United States,US
City,Mammoth Lakes,MMH,NULL,NULL,United States,US
Airport,Mammoth Lakes,MMH,Mammoth Lakes,MMH,United States,US
Airport,Morristown,MMU,Morristown,MMU,United States,US
City,Morristown,MMU,NULL,NULL,United States,US
City,Minto,MNT,NULL,NULL,United States,US
Airport,Minto,MNT,Minto,MNT,United States,US
City,Mobile,MOB,NULL,NULL,United States,US
Airport,Mobile Municipal Apt,MOB,Mobile,MOB,United States,US
City,Modesto,MOD,NULL,NULL,United States,US
Airport,Modesto,MOD,Modesto,MOD,United States,US
Airport,Minot International Apt,MOT,Minot,MOT,United States,US
City,Minot,MOT,NULL,NULL,United States,US
City,Mountain Village,MOU,NULL,NULL,United States,US
Airport,Mountain Village,MOU,Mountain Village,MOU,United States,US
Airport,Marquette,MQT,Marquette,MQT,United States,US
City,Marquette,MQT,NULL,NULL,United States,US
City,Martinsburg,MRB,NULL,NULL,United States,US
Airport,Martinsburg,MRB,Martinsburg,MRB,United States,US
City,Monterey,MRY,NULL,NULL,United States,US
Airport,Monterey Peninsula Apt,MRY,Monterey,MRY,United States,US
City,Mesa,MSC,NULL,NULL,United States,US
City,Muscle Shoals,MSL,NULL,NULL,United States,US
Airport,Muscle Shoals,MSL,Muscle Shoals,MSL,United States,US
Airport,Madison,MSN,Madison,MSN,United States,US
City,Madison,MSN,NULL,NULL,United States,US
City,Missoula,MSO,NULL,NULL,United States,US
Airport,Missoula,MSO,Missoula,MSO,United States,US
Airport,Minneapolis International Apt,MSP,Minneapolis/St Paul,MSP,United States,US
City,Minneapolis/St Paul,MSP,NULL,NULL,United States,US
City,Massena,MSS,NULL,NULL,United States,US
Airport,Massena,MSS,Massena,MSS,United States,US
City,New Orleans,MSY,NULL,NULL,United States,US
Airport,New Orleans Louis Armstrong Intl Apt,MSY,New Orleans,MSY,United States,US
City,Mount Clemens,MTC,NULL,NULL,United States,US
City,Marathon,MTH,NULL,NULL,United States,US
Airport,Marathon,MTH,Marathon,MTH,United States,US
Airport,Montrose,MTJ,Montrose,MTJ,United States,US
City,Montrose,MTJ,NULL,NULL,United States,US
City,Metlakatla,MTM,NULL,NULL,United States,US
Airport,Metlakatla,MTM,Metlakatla,MTM,United States,US
Airport,Kamuela,MUE,Kamuela,MUE,United States,US
City,Kamuela,MUE,NULL,NULL,United States,US
City,Martha's Vineyard,MVY,NULL,NULL,United States,US
Airport,Martha's Vineyard,MVY,Martha's Vineyard,MVY,United States,US
Airport,Marion,MWA,Marion,MWA,United States,US
City,Marion,MWA,NULL,NULL,United States,US
Airport,Moses Lake Grant County Apt,MWH,Moses Lake,MWH,United States,US
City,Moses Lake,MWH,NULL,NULL,United States,US
City,Mineral Wells,MWL,NULL,NULL,United States,US
City,Myrtle Beach,MYR,NULL,NULL,United States,US
Airport,Myrtle Beach AFB,MYR,Myrtle Beach,MYR,United States,US
Airport,Mekoryuk,MYU,Mekoryuk,MYU,United States,US
City,Mekoryuk,MYU,NULL,NULL,United States,US
City,Marysville,MYV,NULL,NULL,United States,US
Airport,New Chenega,NCN,New Chenega,NCN,United States,US
City,New Chenega,NCN,NULL,NULL,United States,US
City,Fallon,NFL,NULL,NULL,United States,US
Airport,Nikolai,NIB,Nikolai,NIB,United States,US
City,Nikolai,NIB,NULL,NULL,United States,US
City,Naukiti,NKI,NULL,NULL,United States,US
Airport,Naukiti,NKI,Naukiti,NKI,United States,US
Airport,Nelson Lagoon,NLG,Nelson Lagoon,NLG,United States,US
City,Nelson Lagoon,NLG,NULL,NULL,United States,US
Airport,Nightmute,NME,Nightmute,NME,United States,US
City,Nightmute,NME,NULL,NULL,United States,US
City,Nondalton,NNL,NULL,NULL,United States,US
Airport,Nondalton,NNL,Nondalton,NNL,United States,US
Airport,Nuiqsut,NUI,Nuiqsut,NUI,United States,US
City,Nuiqsut,NUI,NULL,NULL,United States,US
Airport,Nulato,NUL,Nulato,NUL,United States,US
City,Nulato,NUL,NULL,NULL,United States,US
City,Nunapitchuk,NUP,NULL,NULL,United States,US
Airport,Nunapitchuk,NUP,Nunapitchuk,NUP,United States,US
City,New York,NYC,NULL,NULL,United States,US
City,Jacksonville,OAJ,NULL,NULL,United States,US
Airport,Jacksonville,OAJ,Jacksonville,OAJ,United States,US
Airport,Oakland International Apt,OAK,Oakland,OAK,United States,US
City,Oakland,OAK,NULL,NULL,United States,US
City,Kobuk,OBU,NULL,NULL,United States,US
Airport,Kobuk,OBU,Kobuk,OBU,United States,US
City,Nacogdoches,OCH,NULL,NULL,United States,US
City,Ogden,OGD,NULL,NULL,United States,US
City,Kahului,OGG,NULL,NULL,United States,US
Airport,Kahului,OGG,Kahului,OGG,United States,US
City,Ogdensburg,OGS,NULL,NULL,United States,US
Airport,Ogdensburg,OGS,Ogdensburg,OGS,United States,US
City,Oklahoma City,OKC,NULL,NULL,United States,US
Airport,Oklahoma City Will Rogers Apt,OKC,Oklahoma City,OKC,United States,US
Airport,Wolf Point,OLF,Wolf Point,OLF,United States,US
City,Wolf Point,OLF,NULL,NULL,United States,US
City,Old Harbor,OLH,NULL,NULL,United States,US
Airport,Old Harbor,OLH,Old Harbor,OLH,United States,US
Airport,Omaha Eppley Airfield,OMA,Omaha,OMA,United States,US
City,Omaha,OMA,NULL,NULL,United States,US
City,Nome,OME,NULL,NULL,United States,US
Airport,Nome,OME,Nome,OME,United States,US
Airport,Oneill,ONL,Oneill,ONL,United States,US
City,Oneill,ONL,NULL,NULL,United States,US
City,Newport,ONP,NULL,NULL,United States,US
Airport,Newport,ONP,Newport,ONP,United States,US
City,Ontario,ONT,NULL,NULL,United States,US
Airport,Ontario LA/Ontario International Apt,ONT,Ontario,ONT,United States,US
Airport,Toksook Bay,OOK,Toksook Bay,OOK,United States,US
City,Toksook Bay,OOK,NULL,NULL,United States,US
Airport,Miami Opa Locka Apt,OPF,Miami,MIA,United States,US
Airport,Chicago O'Hare International Apt,ORD,Chicago,CHI,United States,US
Airport,Norfolk International Apt,ORF,Norfolk,ORF,United States,US
City,Norfolk,ORF,NULL,NULL,United States,US
City,Worcester,ORH,NULL,NULL,United States,US
Airport,Worcester,ORH,Worcester,ORH,United States,US
Airport,Port Lions,ORI,Port Lions,ORI,United States,US
City,Port Lions,ORI,NULL,NULL,United States,US
Airport,Orlando Herndon Apt,ORL,Orlando,ORL,United States,US
City,Orlando,ORL,NULL,NULL,United States,US
Airport,Noorvik,ORV,Noorvik,ORV,United States,US
City,Noorvik,ORV,NULL,NULL,United States,US
Airport,North Bend,OTH,North Bend,OTH,United States,US
City,North Bend,OTH,NULL,NULL,United States,US
Airport,Kotzebue,OTZ,Kotzebue,OTZ,United States,US
City,Kotzebue,OTZ,NULL,NULL,United States,US
City,Owensboro,OWB,NULL,NULL,United States,US
Airport,Owensboro,OWB,Owensboro,OWB,United States,US
Airport,Oxnard/Ventura,OXR,Oxnard/Ventura,OXR,United States,US
City,Oxnard/Ventura,OXR,NULL,NULL,United States,US
City,Ozark,OZR,NULL,NULL,United States,US
Airport,Paducah,PAH,Paducah,PAH,United States,US
City,Paducah,PAH,NULL,NULL,United States,US
Airport,Plattsburgh,PBG,Plattsburgh,PBG,United States,US
City,Plattsburgh,PBG,NULL,NULL,United States,US
City,West Palm Beach,PBI,NULL,NULL,United States,US
Airport,West Palm Beach International Apt,PBI,West Palm Beach,PBI,United States,US
Airport,Painter Creek,PCE,Painter Creek,PCE,United States,US
City,Painter Creek,PCE,NULL,NULL,United States,US
Airport,Pedro Bay,PDB,Pedro Bay,PDB,United States,US
City,Pedro Bay,PDB,NULL,NULL,United States,US
Airport,Pendleton,PDT,Pendleton,PDT,United States,US
City,Pendleton,PDT,NULL,NULL,United States,US
Airport,Portland,PDX,Portland,PDX,United States,US
City,Portland,PDX,NULL,NULL,United States,US
City,Pelican,PEC,NULL,NULL,United States,US
Airport,Pelican,PEC,Pelican,PEC,United States,US
City,Panama City,PFN,NULL,NULL,United States,US
Airport,Panama City Bay County Apt,PFN,Panama City,PFN,United States,US
City,Page,PGA,NULL,NULL,United States,US
Airport,Page,PGA,Page,PGA,United States,US
Airport,Punta Gorda,PGD,Punta Gorda,PGD,United States,US
City,Punta Gorda,PGD,NULL,NULL,United States,US
Airport,Port Graham,PGM,Port Graham,PGM,United States,US
City,Port Graham,PGM,NULL,NULL,United States,US
City,Greenville,PGV,NULL,NULL,United States,US
Airport,Greenville,PGV,Greenville,PGV,United States,US
Airport,Newport News,PHF,Newport News,PHF,United States,US
City,Newport News,PHF,NULL,NULL,United States,US
City,Philadelphia,PHL,NULL,NULL,United States,US
Airport,Philadelphia International Apt,PHL,Philadelphia,PHL,United States,US
City,Point Hope,PHO,NULL,NULL,United States,US
Airport,Point Hope,PHO,Point Hope,PHO,United States,US
City,Phoenix,PHX,NULL,NULL,United States,US
Airport,Phoenix Sky Harbor Intl Apt,PHX,Phoenix,PHX,United States,US
Airport,Peoria,PIA,Peoria,PIA,United States,US
City,Peoria,PIA,NULL,NULL,United States,US
Airport,Laurel Hattiesburg-Laurel Regional Apt,PIB,Laurel,LUL,United States,US
Airport,Tampa St Petersbrg-Clearwater Intl Apt,PIE,Tampa,TPA,United States,US
Airport,Pocatello,PIH,Pocatello,PIH,United States,US
City,Pocatello,PIH,NULL,NULL,United States,US
City,Pilot Point,PIP,NULL,NULL,United States,US
Airport,Pilot Point Airport,PIP,Pilot Point,PIP,United States,US
City,Pierre,PIR,NULL,NULL,United States,US
Airport,Pierre,PIR,Pierre,PIR,United States,US
Airport,Pittsburgh International Apt,PIT,Pittsburgh,PIT,United States,US
City,Pittsburgh,PIT,NULL,NULL,United States,US
Airport,Point Lay,PIZ,Point Lay,PIZ,United States,US
City,Point Lay,PIZ,NULL,NULL,United States,US
Airport,Napaskiak,PKA,Napaskiak,PKA,United States,US
City,Napaskiak,PKA,NULL,NULL,United States,US
City,Parkersburg/Marietta,PKB,NULL,NULL,United States,US
Airport,Parkersburg/Marietta,PKB,Parkersburg/Marietta,PKB,United States,US
Airport,Pellston,PLN,Pellston,PLN,United States,US
City,Pellston,PLN,NULL,NULL,United States,US
City,Port Moller,PML,NULL,NULL,United States,US
Airport,Port Moller,PML,Port Moller,PML,United States,US
City,Ponca City,PNC,NULL,NULL,United States,US
Airport,Ponca City,PNC,Ponca City,PNC,United States,US
Airport,Philadelphia North Philadelphia Apt,PNE,Philadelphia,PHL,United States,US
City,Pensacola,PNS,NULL,NULL,United States,US
Airport,Pensacola Municipal Apt,PNS,Pensacola,PNS,United States,US
City,Port Protection,PPV,NULL,NULL,United States,US
Airport,Port Protection,PPV,Port Protection,PPV,United States,US
Airport,Presque Isle,PQI,Presque Isle,PQI,United States,US
City,Presque Isle,PQI,NULL,NULL,United States,US
Airport,Pilot Station,PQS,Pilot Station,PQS,United States,US
City,Pilot Station,PQS,NULL,NULL,United States,US
Airport,Prescott,PRC,Prescott,PRC,United States,US
City,Prescott,PRC,NULL,NULL,United States,US
City,Pasco,PSC,NULL,NULL,United States,US
Airport,Pasco,PSC,Pasco,PSC,United States,US
City,Petersburg,PSG,NULL,NULL,United States,US
Airport,Petersburg,PSG,Petersburg,PSG,United States,US
City,Palm Springs,PSP,NULL,NULL,United States,US
Airport,Palm Springs Municipal Apt,PSP,Palm Springs,PSP,United States,US
City,Port Alsworth,PTA,NULL,NULL,United States,US
Airport,Port Alsworth,PTA,Port Alsworth,PTA,United States,US
City,Petersburg,PTB,NULL,NULL,United States,US
City,Port Heiden,PTH,NULL,NULL,United States,US
Airport,Port Heiden,PTH,Port Heiden,PTH,United States,US
Airport,Platinum,PTU,Platinum,PTU,United States,US
City,Platinum,PTU,NULL,NULL,United States,US
City,Pueblo,PUB,NULL,NULL,United States,US
Airport,Pueblo,PUB,Pueblo,PUB,United States,US
Airport,Pullman,PUW,Pullman,PUW,United States,US
City,Pullman,PUW,NULL,NULL,United States,US
City,Provincetown,PVC,NULL,NULL,United States,US
Airport,Provincetown,PVC,Provincetown,PVC,United States,US
Airport,Providence,PVD,Providence,PVD,United States,US
City,Providence,PVD,NULL,NULL,United States,US
Airport,Chicago Palwaukee Apt,PWK,Chicago,CHI,United States,US
Airport,Portland,PWM,Portland,PWM,United States,US
City,Portland,PWM,NULL,NULL,United States,US
City,Riverside,RAL,NULL,NULL,United States,US
Airport,Rapid City Regional Apt,RAP,Rapid City,RAP,United States,US
City,Rapid City,RAP,NULL,NULL,United States,US
Airport,Ruby,RBY,Ruby,RBY,United States,US
City,Ruby,RBY,NULL,NULL,United States,US
Airport,Roche Harbor,RCE,Roche Harbor,RCE,United States,US
City,Roche Harbor,RCE,NULL,NULL,United States,US
Airport,Cinder River,RCP,Cinder River,RCP,United States,US
City,Cinder River,RCP,NULL,NULL,United States,US
City,Red Dog,RDB,NULL,NULL,United States,US
Airport,Red Dog,RDB,Red Dog,RDB,United States,US
Airport,Redding,RDD,Redding,RDD,United States,US
City,Redding,RDD,NULL,NULL,United States,US
City,Redmond,RDM,NULL,NULL,United States,US
Airport,Redmond,RDM,Redmond,RDM,United States,US
City,Raleigh/Durham,RDU,NULL,NULL,United States,US
Airport,Raleigh/Durham,RDU,Raleigh/Durham,RDU,United States,US
Airport,Red Devil,RDV,Red Devil,RDV,United States,US
City,Red Devil,RDV,NULL,NULL,United States,US
Airport,Chicago Rockford Airport,RFD,Chicago,CHI,United States,US
City,Refugio,RFG,NULL,NULL,United States,US
Airport,Rhinelander,RHI,Rhinelander,RHI,United States,US
City,Rhinelander,RHI,NULL,NULL,United States,US
Airport,Richmond,RIC,Richmond,RIC,United States,US
City,Richmond,RIC,NULL,NULL,United States,US
Airport,Riverton,RIW,Riverton,RIW,United States,US
City,Riverton,RIW,NULL,NULL,United States,US
Airport,Rockland,RKD,Rockland,RKD,United States,US
City,Rockland,RKD,NULL,NULL,United States,US
City,Rock Springs,RKS,NULL,NULL,United States,US
Airport,Rock Springs,RKS,Rock Springs,RKS,United States,US
City,Rome,RME,NULL,NULL,United States,US
Airport,Rome,RME,Rome,RME,United States,US
Airport,Rampart,RMP,Rampart,RMP,United States,US
City,Rampart,RMP,NULL,NULL,United States,US
Airport,Reno,RNO,Reno,RNO,United States,US
City,Reno,RNO,NULL,NULL,United States,US
City,Roanoke,ROA,NULL,NULL,United States,US
Airport,Roanoke,ROA,Roanoke,ROA,United States,US
Airport,Rochester,ROC,Rochester,ROC,United States,US
City,Rochester,ROC,NULL,NULL,United States,US
City,Roswell,ROW,NULL,NULL,United States,US
Airport,Roswell,ROW,Roswell,ROW,United States,US
Airport,Russian Mission,RSH,Russian Mission,RSH,United States,US
City,Russian Mission,RSH,NULL,NULL,United States,US
Airport,Rosario,RSJ,Rosario,RSJ,United States,US
City,Rosario,RSJ,NULL,NULL,United States,US
City,Rochester,RST,NULL,NULL,United States,US
Airport,Rochester Municipal Apt,RST,Rochester,RST,United States,US
Airport,Fort Myers SW Florida International Apt,RSW,Fort Myers,FMY,United States,US
City,Rutland,RUT,NULL,NULL,United States,US
Airport,Rutland,RUT,Rutland,RUT,United States,US
City,Sacramento,SAC,NULL,NULL,United States,US
City,Santa Fe,SAF,NULL,NULL,United States,US
Airport,Santa Fe,SAF,Santa Fe,SAF,United States,US
City,San Diego,SAN,NULL,NULL,United States,US
Airport,San Diego International,SAN,San Diego,SAN,United States,US
City,San Antonio,SAT,NULL,NULL,United States,US
Airport,San Antonio International Apt,SAT,San Antonio,SAT,United States,US
Airport,Savannah/Hilton Head International Apt,SAV,Savannah,SAV,United States,US
City,Savannah,SAV,NULL,NULL,United States,US
City,Santa Barbara,SBA,NULL,NULL,United States,US
Airport,Santa Barbara Municipal Apt,SBA,Santa Barbara,SBA,United States,US
Airport,South Bend,SBN,South Bend,SBN,United States,US
City,South Bend,SBN,NULL,NULL,United States,US
Airport,San Luis Obispo County Apt,SBP,San Luis Obispo,CSL,United States,US
City,Steamboat Springs,SBS,NULL,NULL,United States,US
City,San Bernardino,SBT,NULL,NULL,United States,US
Airport,Salisbury-Ocean City,SBY,Salisbury-Ocean City,SBY,United States,US
City,Salisbury-Ocean City,SBY,NULL,NULL,United States,US
Airport,Prudhoe Bay/Deadhorse,SCC,Prudhoe Bay/Deadhorse,SCC,United States,US
City,Prudhoe Bay/Deadhorse,SCC,NULL,NULL,United States,US
City,State College,SCE,NULL,NULL,United States,US
Airport,State College,SCE,State College,SCE,United States,US
Airport,Sacramento Stockton Airport,SCK,Sacramento,SAC,United States,US
City,Scammon Bay,SCM,NULL,NULL,United States,US
Airport,Scammon Bay,SCM,Scammon Bay,SCM,United States,US
City,Louisville,SDF,NULL,NULL,United States,US
Airport,Louisville International,SDF,Louisville,SDF,United States,US
Airport,Sand Point,SDP,Sand Point,SDP,United States,US
City,Sand Point,SDP,NULL,NULL,United States,US
Airport,Sidney,SDY,Sidney,SDY,United States,US
City,Sidney,SDY,NULL,NULL,United States,US
City,Seattle,SEA,NULL,NULL,United States,US
Airport,Seattle/Tacoma International Apt,SEA,Seattle,SEA,United States,US
City,Selma,SES,NULL,NULL,United States,US
Airport,Orlando Sanford International Airport,SFB,Orlando,ORL,United States,US
City,San Francisco,SFO,NULL,NULL,United States,US
Airport,San Francisco International Apt,SFO,San Francisco,SFO,United States,US
City,Springfield,SFY,NULL,NULL,United States,US
City,Springfield,SGF,NULL,NULL,United States,US
Airport,Springfield,SGF,Springfield,SGF,United States,US
Airport,Houston Sugar Land,SGR,Houston,HOU,United States,US
Airport,St George,SGU,St George,SGU,United States,US
City,St George,SGU,NULL,NULL,United States,US
City,Skagway,SGY,NULL,NULL,United States,US
Airport,Skagway,SGY,Skagway,SGY,United States,US
City,Staunton,SHD,NULL,NULL,United States,US
Airport,Staunton,SHD,Staunton,SHD,United States,US
City,Shungnak,SHG,NULL,NULL,United States,US
Airport,Shungnak,SHG,Shungnak,SHG,United States,US
Airport,Shishmaref,SHH,Shishmaref,SHH,United States,US
City,Shishmaref,SHH,NULL,NULL,United States,US
City,Sheridan,SHR,NULL,NULL,United States,US
Airport,Sheridan,SHR,Sheridan,SHR,United States,US
City,Shreveport,SHV,NULL,NULL,United States,US
Airport,Shreveport Regional Apt,SHV,Shreveport,SHV,United States,US
Airport,Shageluk,SHX,Shageluk,SHX,United States,US
City,Shageluk,SHX,NULL,NULL,United States,US
City,Sitka,SIT,NULL,NULL,United States,US
Airport,Sitka,SIT,Sitka,SIT,United States,US
